time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-19 00:00:00+00:00,1.0,1.0,,
2023-01-26 00:00:00+00:00,1.0,1.0,,
2023-01-31 00:00:00+00:00,,,6.0,1.0
