url_path,views_total,views_unique
/mepa1363/amazon-location-osm-map,13,6
/mepa1363/amazon-location-osm-map/graphs/traffic,5,1
/mepa1363/amazon-location-osm-map/pulse,5,1
/mepa1363/amazon-location-osm-map/blob/main/cloudformation/template.yml,1,1
/mepa1363/amazon-location-osm-map/fork,1,1
/mepa1363/amazon-location-osm-map/tree/main/cloudformation,1,1
