url_path,views_total,views_unique
/mepa1363/amazon-location-osm-map,8,4
/mepa1363/amazon-location-osm-map/graphs/traffic,4,1
/mepa1363/amazon-location-osm-map/pulse,4,1
/mepa1363/amazon-location-osm-map/blob/main/cloudformation/template.yml,1,1
/mepa1363/amazon-location-osm-map/tree/main/cloudformation,1,1
