time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-25 00:00:00+00:00,0,0,4,1
2022-12-26 00:00:00+00:00,1,1,0,0
2023-01-03 00:00:00+00:00,1,1,4,1
2023-01-05 00:00:00+00:00,2,1,0,0
2023-01-06 00:00:00+00:00,0,0,2,2
2023-01-10 00:00:00+00:00,1,1,0,0
2023-01-12 00:00:00+00:00,1,1,0,0
2023-01-16 00:00:00+00:00,1,1,0,0
