time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-18 00:00:00+00:00,1.0,1.0,8,1
2023-04-27 00:00:00+00:00,,,27,1
2023-04-28 00:00:00+00:00,,,1,1
