time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-17 00:00:00+00:00,4,3,13.0,2.0
2023-05-24 00:00:00+00:00,2,1,,
2023-05-29 00:00:00+00:00,1,1,,
2023-05-30 00:00:00+00:00,1,1,,
