time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-08 00:00:00+00:00,1,1,,
2023-05-15 00:00:00+00:00,1,1,,
2023-05-17 00:00:00+00:00,4,3,13.0,2.0
