time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-22 00:00:00+00:00,,,4.0,1.0
2023-08-24 00:00:00+00:00,,,18.0,1.0
2023-08-25 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-08-26 00:00:00+00:00,1.0,1.0,,
