time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-28 00:00:00+00:00,3,2,,
2023-07-31 00:00:00+00:00,2,2,,
2023-08-05 00:00:00+00:00,1,1,,
2023-08-10 00:00:00+00:00,1,1,,
