time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-26 00:00:00+00:00,,,30,1
2023-09-28 00:00:00+00:00,,,1,1
2023-10-02 00:00:00+00:00,,,3,1
2023-10-07 00:00:00+00:00,1.0,1.0,1,1
